id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
5407,252,Mastercard,Debit,gAAAAABn7S-fON2St_6WJAeqwXdh7Van4ucFtJYQBJxHIlBtEVsVh0rlwogT2ORjiqY_eZGNkcGNghbGVna857lqjje4p92rkcuYkZB6M9SfmF5NeeldWT4=,08/2020,gAAAAABn7S-fSHaGiGfyDmgehFDZhZaUINbJw7OfOOH5Ikd-vj_IEMaY3acaNL_iwifeAk_tbkQPMTPlhGsBPVXs4jp-Mk08QQ==,NO,1,$24213,11/2004,2009,No
3788,252,Visa,Debit,gAAAAABn7S-fgtrFJvbsXvhQg5K05HptltHHknEg-DE2BlK1Hy9JNydpdU0v9sz-A4DZ5DYkNdtKosh8-0A8mu6DqWd-lAT8GSNPC4QCMv4hR-mzwTbifU0=,03/2020,gAAAAABn7S-fZHX5jaJzgGzheYs89yDb_OdQn8cdFIyeJJ6w0dJOfrGFTdepvmtNliWSO9A3A7rWiE55dqTx0lE3ydHhP0OpHQ==,NO,2,$14911,07/2006,2014,No
4719,1757,Mastercard,Credit,gAAAAABn7S-fbjz8RGkiYzNiDZCOPp2IpkvW12RfB73F-SomlE8O1w7g2oM-SRzZUbglkz5T22JWcUyQPH4w737ZXsv64657KJH0TozNf1qpyojK3x8w0VE=,01/2019,gAAAAABn7S-fK7dt7-N4aREgUHTgR500Ntu7JwkYvyKJPvD1ZE5QpVQxXgLzNaIf9XfqqlNCmv9o6LNXzDoRPsSN0C7j8LOfOQ==,YES,1,$10800,09/2009,2011,No
142,1757,Visa,Credit,gAAAAABn7S-fmuZFZsatv0dWz4DihSCXD9BmS9YQM59SQffZ9fQyvWR_ZT1nJNrR19iDNIunyebOwhaIMesOeZa_n5SBF1U02kkCfa_Id6ADHNVKZZ2ZtuA=,07/2022,gAAAAABn7S-fuxUw1BkxRRfDpr09ZiZVKivvVsWzy6kVie4bDFtqQzSxfsx-COQVNvEXuR91DpYpzqSPypu0qS3kp00bQK_uZQ==,YES,2,$13200,01/2007,2007,No
2685,1757,Visa,Debit,gAAAAABn7S-fhGWVbOFRiSFmgtvcxt2hLOOTae5_Yc4pwoJr6xMmHJG6hRewbIr27i7HMF7gfjpuJx88ED-QIalU_SlF1DK_YGccIIXC9aqvL3OPKSm8Pdw=,10/2023,gAAAAABn7S-f6glCnW2I7tJmd5v4q5B6IVPbabvODXN0X6Y3ltlia9xzt70UdDE0AVGZAPRh8X6Bs_RfuGfp1fYoj0qLuOxXvQ==,YES,1,$12628,04/2011,2012,No
4820,1757,Visa,Debit,gAAAAABn7S-fGsUN6KUqDa0z6rhdxoVGdNk32-0i9ivR2_M2Ebp4T0WCttqzUQa2e5rngwd5Adcj4drNnvT7gB6a9Kmcc8fioF01z4zU8bb_IKHafxtjsLg=,03/2016,gAAAAABn7S-fRsyK_Tg44aW90Pduy_n2-jv8T9nhH473IdkKPQrFIvcknQ-0sr4_8R7nHm2_ERYI99uTExGNtLPBCH2xtiCoYQ==,YES,1,$16642,09/2011,2011,No
3054,1324,Mastercard,Debit,gAAAAABn7S-fI01GiXz-gqMi5vCnIcf4Wx4rDFJl232MiN4JOsWqS3zL3nKP1VQq20kILqHcw-cZeTAOxfuClyZ7ygT0H1nYtGur_Yi9l1XxpgqS1wu1Yf8=,12/2020,gAAAAABn7S-f6-x6iQd190QTbJaZj60M7l4-kctXsULc1CILSy54CS1eSZcRBuqhiNQLNBjnbm8n9VzHdnlf37C1LUL1qTgEEQ==,YES,1,$13013,05/2010,2012,No
3314,1324,Mastercard,Credit,gAAAAABn7S-f2BjsHc4VstU7E4c4cvnNKLPK9lez7PyMgIEarvMFthliubrWPJLWyx_2q02KVWUqkH78juv3j3rFSCmxloc940oU515FRYJZnjAfn_M6mWs=,08/2020,gAAAAABn7S-fBR4bB-7LJYP_sr1gxDQXh4mfKT2qFL0w7gz4iY1q6eKwMQyQukuKJ_Hq1lt4kbPuW5jOsj5dGlQ3BuPP8HrtOg==,YES,2,$10400,06/2006,2006,No
4959,1324,Visa,Credit,gAAAAABn7S-fkZfkqvUfHUkD6ESd8tYnKHJ4LwXKjslJMBMzUEfnJnrRGkl-sln0qfNyfmx-LDprMYmHg4uWl-hkdaGhditSuQgakC53KBZ0ee-_Fhzso0A=,09/2024,gAAAAABn7S-fUTznMCvopsWI5nyBibtbRT1zlilJzuepCOP-Yjv2GYt5A49OKQ7RhCDlzSbY-9-R3zO0eN3ftmN-47BVOBB-pg==,YES,2,$12500,10/2001,2011,No
5889,1324,Mastercard,Debit,gAAAAABn7S-fhENSjWtfY2_42myXOqGdzzd8mhvWFrflKZ3OFU0d3RFxLWqq5sq5eRrYR06hsF1ANOPnECoqjfmfOmAlZlCXqbBpjhiUwhvuht_GskNPLQ0=,12/2023,gAAAAABn7S-fCh8XRAYRVVi268kPAE5tWpfc75j2Qw5sKHNfoYegp7-8aSMHAy8KeutW4NcfDUX53YB5H0u-0H3K31zIj7lITA==,YES,3,$8889,12/2007,2013,No
2102,1557,Amex,Credit,gAAAAABn7S-f7UjIOwr7B9GTvkBKKgvPGiZyTv5DOlrHC6POCB1NkC2ELra_4mgvOJMEE3L9bth8wpekoJWTOYE9SwGbhtxMFOPJ3tG_RfauMvoYlUmhKeM=,01/2024,gAAAAABn7S-fmlK54dsZTOUjezg7i2ShOjhWRQYPgPAuAb_zWHldedtC1WRX5eSx4lI1CwoyL52X4iMRhRaSRwyLPrlXaY23Lw==,YES,1,$19000,03/2006,2011,No
2471,1557,Visa,Debit,gAAAAABn7S-fCF0Fd5-PihoKRSrlJa04ywcyqII_UQ8qGpb4G5el7tm_DNoOv5bxh9DFR7S12ltq0QpILTM8XrEKEHCo7DiZMwfmXmio9gleewu0zN1k4tE=,04/2021,gAAAAABn7S-fk-NwSKbY0yeFLxzCa0_io40xPLP_ms5hbRr6axWsK9EaVbtAQ83d_xkfzDihpFVNe-OiFrnQXOotu-CZgzWr5w==,NO,1,$12370,04/2004,2008,No
6098,1557,Discover,Credit,gAAAAABn7S-fy-hfgBK7XZX8NqgPMoO1aB-_DsDRQZAtan1OAe-xe030xS-PsudzVvVkcLJ0f1gWLs0gxUn4qqnuJT4Uc5r7GKNhmlEp9ddYkJd4BFSIATU=,04/2020,gAAAAABn7S-fIDEgPJ6SP8c9-q57YKrrvpVLVnDqOhQMjh3J7KEnUewnWd8vyZo4htrPq_l3WTwNterLcV44FMigHkdbi6KHUg==,YES,2,$9000,12/2014,2014,No
1610,1555,Mastercard,Debit,gAAAAABn7S-fWNCWFvvof4GT8Yv0h6-Lsjs_wLzSz3YDo52FCfgwdQEIEf4ZSyaq8eKAh3eI4xR_8bFjo-_QONqDd3Os0S8FB_kdlXPf09mXGUX-vvn2F0o=,01/2021,gAAAAABn7S-fgy6XSNQkfqav6sNrIW3cFqa7O8uqzTalTUpnAF4ZTYW9YHkzTVr50pCedgqSHDyZQRtLeJGnXK8dBdF_xhaXCw==,YES,1,$5284,02/2020,2020,No
6042,1555,Mastercard,Debit (Prepaid),gAAAAABn7S-fsccQmGzgjMJPUSiS6eDy3lAGQvEu64jyLx9lIvnoQODIYJpk6P3_xbCSAAumUMVphQjF_F69I2yZkytUwoRpCM5NfUVVY57EtLkXKYsFWho=,04/2022,gAAAAABn7S-fgK9imaxRF8Ne3inF5O4wW9r31BF0A9EGePSGzRBFdUlV7_UBLsfpkLgElwX_826V8mgIxL2YeGUeOqZjnd0gpA==,YES,2,$50,12/2011,2011,No
3190,1555,Mastercard,Credit,gAAAAABn7S-fm4v1--VkgZ2eeersChjZc6VCOtO8jNb-E35BofiaT-VfZfY5MuIPo5nfiLPSIAiGy7LOrdA8RWtxVwZ7qv3QP-xWANBhoaFr3vDAAgN948Q=,12/2024,gAAAAABn7S-fvx6rdvYghOPVNTwvMf-YBJ5aaDO3R6evYq94kscTwoVr4KDTUJpxJRusB03VyKATK94k2aiJe9ulJRc12R6LXw==,YES,2,$2300,05/2017,2017,No
1019,941,Mastercard,Debit,gAAAAABn7S-fL1dw0eW4ZOa-E2Qt5llhOt2Zaa3egZ_jCKlSCuWbQHRaYtF72G14mkvkrhlHx7YT0r0hxH9wTSOVTUmUVRCfmrjrM9RNL1emsI_b7sPmsI8=,02/2022,gAAAAABn7S-ffk0WK5xmVVcG2MZ3W5VNTzFOBkx74lEAz23ET1oVpEKnPglBeB-B18d3z_ru2bSt8jXMnA91Zxxb6TB_yRuDYg==,YES,1,$20022,02/2003,2014,No
573,156,Mastercard,Debit,gAAAAABn7S-f8uyPcbVmsQk56eoh_wtAMscvuVnENrWBG3pAHfpTJ8JofOb5O4Y0i9bmewLU9zv46Y5JXH6zq3bfDbIH1sw3whQs6JC6Nvk3lV7GHOZayrE=,05/2020,gAAAAABn7S-fGTnwIYrOpWmRQL1w1H3lwJg0hM0Tb3Atc-9Em2BzBUVdS44R2EoADc7WPONigG6nqey08k4t3mAbs3QjKn6qlg==,YES,1,$14820,01/2020,2020,No
5438,156,Visa,Credit,gAAAAABn7S-f5mbrxyDnNhPBZMinaKwPvUu6_7tQsDes__EJz4OBAikXlR0dtGurxuXiGgCNaWabikO4WLu1Qos19I2mEEeX4DOut53J6inhMP7rBCPCPjo=,05/2023,gAAAAABn7S-fWxP6yu-QSAWhJIyR7B4nQHbtAEk3m1DE3LjH2bfE0W_3HDZXGRtp1Vgz5OaiqGl9RiCHSfyxtjSqEkDFlD3edA==,YES,2,$6900,11/2005,2013,No
1334,156,Amex,Credit,gAAAAABn7S-ffKuhQzJvcodUVFUYyXXJ9FApUPEsPJ6LyplhZcqOBoCPt1cktYMqO8us28Bl9q1y8MFuiFIbqHNuNqzuLCB4LTQr1YagVQfKOoizqqzuB1Y=,05/2021,gAAAAABn7S-fHbb2g8Mou5bsjd2GkAc4IyXmTA1r3uvBxuOVD-IBp2EGTuvKf7qiTWdp9S15mSLh5Rq8FksM60WiHn1PFA0ErQ==,YES,2,$5200,02/2014,2014,No
4604,156,Mastercard,Debit (Prepaid),gAAAAABn7S-fNFQE34aUY6SDiqJIl6kt86eVFdcGfMrnacno8lcZXx7y6GH8UNiLW8UZVioXSwAIv063uA14_nxJze3Iu17gwmGzJr-3x_KXId-75m9lYnM=,12/2016,gAAAAABn7S-fjWQvsvoAFYY6OPNi7W5_i3zQDtAzrcOpvUurRPrhfC9Pdx_bRrw5Dec8o-sBf8Suy1AUzng-vdymAMrL9DnXMg==,YES,1,$64,09/2006,2010,No
2827,24,Mastercard,Debit,gAAAAABn7S-fyFEp5ku8BCY_fPGpu2S4QCAx2C5PNhjNTxQuuIrQAQlRKLUKD0oFNqLfRQ9Dq_4g8Av6-fzbvGou0KyyDSceiRRsbY5fiTMj-KDuobPOCno=,03/2020,gAAAAABn7S-fP66VmUOp6RtBOkiuj-TcAfoNbUpMcUtJ0oP0GG8tTBiMP92JEYTWUmp7iQSaEe5ZH3ttaIzIcz-YBWwiKJQS1Q==,YES,2,$8165,05/2002,2009,No
1316,302,Mastercard,Debit,gAAAAABn7S-fr2KsyqG_D57ABQTbeiBC7HRYzRfNnkjrHd2bA0jZAZvPbnaPblwLNHGTasHLgZLrMoSIhQVy9aaXQV38b7bE3VTpuWL2MG4M3K7ugDXQ7dU=,09/2020,gAAAAABn7S-fuzxketJ3cnmVaxPhqfsnd4LNTF0AOTGYvt3Ek3_toP3x99QChG6iIuldW9KJV_cTIm2jgv1-aCNOhuzoL8JMIQ==,YES,2,$16799,02/2013,2013,No
1408,302,Amex,Credit,gAAAAABn7S-fyYX4y5oJKy5h4-QJS7p0mMnLiZW8bb-d6l5pB2XdysnMCljFfh4-x8oHrVVoPiuP5547vef-nyDzBjZiMSbbW4Yf-s10NyX472eiqlin_q8=,04/2024,gAAAAABn7S-f7L8X_9xx0AszqE0HO84d87QkPBndKTAIPFpaPuzSQkmoluDrTxebY4EeTU5iaw3G8QJyqjg3S1gFrtkJbL3W3w==,YES,2,$13800,02/2020,2020,No
1884,949,Visa,Debit,gAAAAABn7S-fz705ZgXfYf187y5eHmhq1HSMOdI-1axGj7jLuXrJtGLFn26VfF7zMVagy-gU11N_JnU_J8SFopHr4Jnlk_r-YhXRBT6nSJl0t7mfTp2RX6k=,03/2020,gAAAAABn7S-fae-rpxclrdtKhq6TQFiQt8VU0BcDfEtcqRwC8VYpUDzqN-sRco4CZ5BEW-d9w8ZDIrfi7hx2b3YS4IA9iR57hg==,YES,1,$20826,02/2020,2020,No
430,949,Discover,Credit,gAAAAABn7S-fBZJyRwGJQowX_m94oJ-ZkuC6hw-pfE5vyO74Qd_FhNtqWH6DBFztly4xfCMS0OoCttc22_wOTzl5pdZSRmr5t0sPnFCUI5bYeLlKij6Bcxk=,12/2020,gAAAAABn7S-fWXhT71jTpu4FzlRQ1fubn7xuoz_lRKR-vRk8jG99dI6ce-0xCGXoiR_Ikz6lm1LldpARlkpyQVkMRSx2vVSo2A==,YES,2,$20700,01/2020,2020,No
2249,949,Mastercard,Debit,gAAAAABn7S-fwC8v_6AvbqOiXyPSIng8D03xfGyPqYsCAUnawQBVu57hG_TNLgyDQibMpldk3GzL-YMJyFZlqK0n1IqffrnfCV3teO9ITJmk3T-_7_xBo6w=,06/2023,gAAAAABn7S-f-2TxkRahO80NJhXJWL8xW_rGNARdmqF6CbnUQwUHPuEpp3JfaBO23H_1mAdykVDbrYttFz2S0s5dTSBeLOUMlQ==,YES,2,$15813,03/2010,2011,No
574,949,Mastercard,Debit (Prepaid),gAAAAABn7S-fIUgR8Ub3pwFm-kCjV1laxgGtW0YKIsrJwqZuw4wUHxrUQRRrM5PJvC5e6lU2-snM71q8E5YCv5rW2IEqD-EfO3Sv3SEky5Jz4Vmdaw40Vas=,02/2020,gAAAAABn7S-fKI1hGWW_IQwWcJqF21nHaJ69sz_IXr0PdD0jxSMuOg0Gn4geX3QLw9PMLoNFDgVbVTVIDBeNrC73A_WUE-AWVw==,YES,2,$41,01/2020,2020,No
3549,949,Mastercard,Credit,gAAAAABn7S-fE2xV_KGJxv5Dqu-Qzy9M2fG30vxy62JW73ToIUX-0ON_IDqrnox6FBojUzwM66WxHTHvAtgWwaPO65WKu1O5kLzDn3aCWl8i25FGqNMROFE=,06/2022,gAAAAABn7S-fkpZwd5Vmyv5C_5-xugDCuVbKtQ499Im5WOo5KXL5xCD6NePPrcSDX7O7ije2nC3p5_yaLi3NRKg2Z7ALy4Q1fg==,YES,2,$8000,06/2012,2012,No
3598,1281,Visa,Credit,gAAAAABn7S-ffP6sw6FjfDcZN545qPoftYMZZDX-UmGiloi1SlnJypixec7hubiHFTe0LrckgZnCj22DquZeoJw4qGsbUu2jVgukAzZvuMtoO6oMG1RYSCY=,08/2021,gAAAAABn7S-fnwgThd1TBmOle0jXEzjCWDQMQVvQRksYZGxzSm0o3HUwJeEYAfgyoKoTrMTKx2jZMYHq2yxRb-zH0ucMZ9v1Ug==,YES,2,$6600,06/2015,2015,No
4775,1281,Mastercard,Debit,gAAAAABn7S-fU6b1XpWjedKQD7O6j-O_ms8ga9RSD7rVAjldInlKUtfeCwjSt9QH9HLN0ddzWcmhCDxP4o9A0NbN7_A8BrnKFlmG3FyeVFWfP227dmELCfg=,11/2022,gAAAAABn7S-fUoqNctSGBefH9N3J8oTTY-n_zvlXASXs9UdQkNQxaFpbo-zKIJ5E2NQN_eCFoxGN5FEHDtkElv6gBAbrKaYU_g==,YES,2,$15149,09/2010,2010,No
3095,1281,Mastercard,Credit,gAAAAABn7S-fs6RxEjhX6LnjoWuy2nDATkve8Q66DFeOBiXGFiF4UiJ1xGxXd3t5z8tjzKfIOfTp32leluzkYY1SBzHXj2iEGTQYMXXCXSUnV4JMD3p7vy0=,01/2017,gAAAAABn7S-fDHkDB6y6Zi0dUCPS5St3qAmWRmuG_UYdD8xtVXnUmsN6xDRC3ozxGOIHGt9-OapPphnTQNOVoxCrnEMR19mBBw==,YES,1,$10100,05/2011,2016,No
2902,1281,Mastercard,Debit,gAAAAABn7S-fXux7Pf7CbJMqbucX1GIdWzDPLn1cHV5YMe6Vpbnw5goeGstzQNDFLgr97CR53Dm0ItLEAV2Zmn9FrjgVvYQIe3aZivCcalRk0yjJq85DEcE=,10/2023,gAAAAABn7S-fPiCLO9ov9wqVKAuBiYM8Dv4R3-YuPWuT4S7dqC3c2kNoEDhe7vsBUSVY07dZbUhWLvioCOuWcySiN9iZH1fghw==,YES,2,$14720,05/2006,2014,No
5394,1281,Visa,Debit (Prepaid),gAAAAABn7S-f6Wk1jVefxdY6PXRgryt0R_ZAI9dJ7RUH9RgYXI6pxw3aFsD4uikNuG4f17EVERlnXn5uOZtcgmkaKuOWjD6IKlSzjethXO_BZI4_hdoND2k=,11/2023,gAAAAABn7S-fiJpnrjbr0LuEWvPpgDKhbxfHUXUCieWuTju56tcZA2jIC9BJgKaREBWWbYwVbZa0WwQj9E2YE-Dik9CIL8_qag==,YES,1,$28,11/2003,2018,No
3589,1281,Mastercard,Credit,gAAAAABn7S-f0CSkLvFuTvB9m-2NF9hIMYikK6mynfc2fHYqoRx1gHiUIwTcIHCHvBlj1hNY1Ps205NKtt4iVfIghBJgfgfiHRbstIUSoKS9nrGvIRnzRgw=,03/2019,gAAAAABn7S-fvuZFYIRclUH1Ruo_yy_1mH7KnELFmSxwL1uANkNGGBzUyAZiichX4GNH3uyBorUeNc9uSNRjmOf8ppkNt14lWw==,YES,2,$3600,06/2015,2015,No
5116,1428,Mastercard,Debit (Prepaid),gAAAAABn7S-fmVg_1_TTPA_TXEQF_2aWBH-HXI-KNmI1CxgSEfrsntfWFbLKVAr__Gb88xj4zO87250WQt6Z3mdAF2bLxj88iU1IiKZAW9E0ib2m6h2ON_0=,12/2022,gAAAAABn7S-f-NAtq58y642G3h-4IzLTg-agGTJ3weNiJvNBdQeqnBRSM8g0s3-fGe10CsE9oXQ5Nvf3HdIaJzuMX1ihBLWYyg==,YES,1,$47,10/2008,2016,No
3163,433,Mastercard,Debit,gAAAAABn7S-fvo7wK8OB5tdmOA7ADNaxHTmxUgE5VexkiaScNQckSkqf_wjcsHwVC8hD3SxQBQiRj1Uy7XgN418m0xt-0fj4TDn3X2abkmvVSKGmXhf9tYc=,10/2024,gAAAAABn7S-fjArnLrGZFAahMJossG1M3Y2s9FhH1S3R0zKKXV_oziWWebtuqjvu4bhV49b-zVMh9RFHAVr_KecxsQe4XOO3hw==,YES,1,$10179,05/2015,2015,No
3868,433,Visa,Credit,gAAAAABn7S-f6Mzuohp4gzfLt8h2bydtzsWNUJuI7vka8tCiM6FK0jFRc3kjNOLBemY7PBGxOviqxMYNG2DzM7FRxjPLsxspi5Ofa2xU5q8x_MxWDdzX7PQ=,09/2020,gAAAAABn7S-fZss0rY7_tEbU40RDYe9_mQlFNLE2hoB9mzfjjsWkeh4oDD6Jg7WUOWeiL_EpQypcUqlzVr89r9rByO_XM_cU1w==,YES,2,$10600,07/2008,2014,No
2903,433,Mastercard,Debit,gAAAAABn7S-fXHm7NgdXPkJwdX0hjM2zoJWbdipDJZ-i9QQG-4PbSF7HgQoYIXC4klHdnzkLyWpePKJr8Tf3CmSB7JwhRZnr2ZIUaJNKaZNHbJp-3c8H840=,08/2007,gAAAAABn7S-fxHjN3eCaJORSAohNRiCA_yFETQtAje3elQyTJHJ5kSv3ZzkwMmTbRXQc_foGWp2ovqf4P5Krb5hueO8do0tqzQ==,YES,2,$14716,05/2006,2012,No
2370,433,Amex,Credit,gAAAAABn7S-fZTjLqDQuuDgTaTA3iqcEPOXAz6LRvj64X6nYds-punXomXREnctbP4A_mf3YwvyNN9_TTph0zqla78nJq4Hi-p0JdNkdMOs6eXSeLfaNjE8=,08/2020,gAAAAABn7S-fssJM4ik9UM3gcabI1P_u-LQgsxmVsZUkt40BvTaUFmwhmhGp-Lcq1cb3Q9lB3YmAgAWFwKAH2HJkV4JyM2jHlQ==,YES,2,$12600,03/2018,2018,No
4866,433,Visa,Debit (Prepaid),gAAAAABn7S-fn7M8DQP_ttZeclB1uoc7wd5YeNRwKC4rhXtp3JLo2DxYOrbF1tcZeSDRCGLCwIVH-d9IBqa9ZtQ2YC5GsPCyA1YqdKHVyzau-DqOaVBPiFA=,12/2017,gAAAAABn7S-fq3A5VTO26QOExduhAHo-qXDRiftKDobYJ6C8S2xnW6hZNF5HRK73TCnElznmz3-PG-t4eKnoDFokbOJ0We1gOg==,YES,1,$96,09/2013,2013,No
5606,433,Mastercard,Debit (Prepaid),gAAAAABn7S-fLyaavyiCz0VLavqaBJTGHstmR_Uk9hxc6GazN5wM16jf7w8V2EWEB45Tt_t7_m4p_AB6DYCt4YQuV4PCOHq7OCUa5G8USZP4IIXSgqpi1nQ=,02/2020,gAAAAABn7S-fzmB2lhWXP2iahBGn-DRhL1pI_w0faNIbNvlzyn9wD05ljUDUgPKusbda_E5AlyHRrmdjstdrI8c6ep4_E6IMYg==,YES,1,$73,11/2010,2010,No
4040,584,Visa,Credit,gAAAAABn7S-fCunjr9-a5ulojhUtSXXD09kC6hVpRHez_3_UP4Q109GTyvFW5WRe40ujKJEZJ763VXyuXZplP64cRy7L1ljhogZJEA7nVXBNUcXFwlv0fPQ=,04/2021,gAAAAABn7S-fs9sLdOS_YtjkpGVc9F1M5DK2ogFCiwPXFgKAb4UogWhESKc8BZqP3t3UU_kdYetY4PbZwmbdRmp54W0whp_U9A==,YES,1,$6500,07/2015,2015,No
3878,584,Amex,Credit,gAAAAABn7S-f_mXT8Mp48hHQnm8FGeW_m6iCOtrrJowmlgc4eG-0RhruxeiiPFswDsOSuGytoURMtEuOCQYgDAMa8Kmf0cNdjDeMQabltsfycS4Vn5fBQ4Q=,11/2023,gAAAAABn7S-f-DYH4LNtXoobXCl9aRDCU0lUImIROc8dgfgwdmILebg-Cvokk8ICk4B7k9zH_2J517yc1dv_0YultYgIUCBpTQ==,YES,2,$9300,07/2009,2009,No
51,584,Mastercard,Debit,gAAAAABn7S-fHGTCXY3RiFt9587JhrG9ArQfu0CzrjD59U78QL7B9pCPsy_8_HRg1rkWqebC3vdJJpdPGry0DIk0_Mcae2Ty62qO3X8qhp10ASNg9dsumlc=,12/2023,gAAAAABn7S-fK4kxRkNco3h_HEwYJVzP4uijxkJ_l7kgbcD-ZvPsvzvrAYKd-BzHOA3jWkMzf4-tLf5yRW8yDOD76PH4r9MLtg==,NO,2,$8970,01/2004,2010,No
5800,1832,Visa,Credit,gAAAAABn7S-fpDMAqUxEuBCsuFt9VtpYNu9VPdhtp9mAPb234DmDVdcnfbPXaLrhjqMUI952eBRRKMfaSVTKZlYfMBfrm1bO5HKrWHDkmoBC_aZP_geL3Pg=,05/2023,gAAAAABn7S-fgNJRxQTB0dG6TpQ0qQZNgN-MedDMpBAO2D9WQtMCy0HUtDBlvOS0-Puq1BnH7e-9SpcExuYlGYtZ5PK4Ne-SSw==,YES,1,$11700,12/2003,2013,No
5932,1832,Mastercard,Debit,gAAAAABn7S-fEa0SaI8LOUGhTwi5TOqSf5JKvVF22aw3njXrTbKp83B09-9CJJEkT3qKD4UnZbVM1lHIpY3xs-gQhXrsE6jzzRb1Fm27eFTUUfdg0oC56us=,06/2021,gAAAAABn7S-fqOo3Jr4tPfO24pMYQKvEgRlfLK9LyKvwoOIOfVDQk7EhNJ4n8KjEPg_KW3f9KnAB4rlr9Y22xM84x6fedOk11w==,YES,1,$2841,12/2008,2013,No
4636,222,Mastercard,Debit,gAAAAABn7S-f-9ZLnK9xvwuWPQjRUowIBw6Ot8t3YwZ-p8CN00v7zyD-nUJYoVBdBcd4fZrLx3gIyNO6-6GZWsaLkv204gPDQ5f5xc_VkbG84G1XP3a1z1E=,05/2021,gAAAAABn7S-fHyxbMlZhbl1oh6hRhxo1j3MVnPUTIIO8gQYt4cyo6-YI2VR6Xr1hVMW6K59TgLWtCSOCrTkdZDlB3sqrU_Pv-Q==,YES,1,$46621,09/2007,2010,No
4619,222,Visa,Debit,gAAAAABn7S-fPU_JsC9WIUM97G3zZGQiTyHJ-CkEQ3pfpH44eJf-qtVW78tVvFTLaI9dujO6mYcxBGhKprlPNMaPwxonpoHkplcQGg-JOf3FEodCBBr8cS8=,11/2006,gAAAAABn7S-f8ISWDcs556ZotqH5vdG5vSTMvq-I30cxQ8PDRwW0Youe_y3F0bEhU7PYBnzdpIyKrsWtdYcZsMgK22BLskaNxA==,YES,2,$62855,09/2006,2006,No
4821,222,Visa,Debit,gAAAAABn7S-fvSok8tw9_ncufQrTh4qtHFYuqkCUIp5t7FznUJJSuER07Dn-PTUrSZIBU9DGptSqsfYNqGQ9Y_-TudAlZTKSAWndLp6sYWGGkDh5hybWFdA=,10/2014,gAAAAABn7S-fYMR1cf86nmMmqDOBywNv7SpMTjB7p33bE0qJJEqbWyQo7JsPOEHLH9UNCaPmiwxQyuD5EcEsj0l9PTI-mhaI5A==,YES,1,$46521,09/2011,2012,No
4562,648,Visa,Credit,gAAAAABn7S-fJPRA_kuqGU662rPUB3RtwVVnffJfYyNtWwtjpPoNeKNbgxkipVYrACWPTVy21eVoI2I6q3zC83En-gcrXhlUSJp55K25_Qh9DLYmGtgX5XY=,06/2008,gAAAAABn7S-fcqna-1uomNGQljmPOryjS3Li9v-Tb9F5kBqJqHUox5JlTKJqWGmNlLDHpAIbOdQLINFxoCUxmnRVUp6hz2Tbpg==,YES,2,$4100,09/2004,2010,No
3474,648,Mastercard,Credit,gAAAAABn7S-f1o4s45PPSro_UCA77OVrRoA56h5OfWtmq-AjI3eAI-xVJUNsukWvnaCtwcJ1cKvqYxY5t21Oqjbgdn-ZNUiI-aLJAsyJAIoSotbmpUwIYnc=,01/2020,gAAAAABn7S-fmldIAV5pL7wL-wN30Abul1psKkB5-MoJ01NQzNJoOXyCPDNih3V-PW7LqpAzHNrL-CdM8fUxqd4-wEp2FrRtLQ==,YES,1,$9200,06/2010,2010,No
3888,648,Mastercard,Credit,gAAAAABn7S-fiZZOy3KOjRnEXLqQbfHzToXIHCS_VOyP0cQucXcMiTONTJgo0F2bXc7fb28Q9Lyz1T81fMa_ONr4rQ3W37T9kMAJ7EF0P8-PJAYAld5GvQc=,10/2020,gAAAAABn7S-fmMJgm3llVODf3VVg3uk7aw_x1a8fGQom1l3K9O7Oy_V6ybkZ6v7U45COLHa350tJCzbdLbP-QPARwauGLbo6mw==,YES,2,$2800,07/2009,2010,No
6135,1939,Amex,Credit,gAAAAABn7S-fGx4_1avUunef2EeocJUM91tSG8MysPJHnwD_Nvz19s07bldsNnoXWHbtFUDIQ5hZo1TMdC2QaCh85Pln-SHDELAcBdapOvl8OXuCC5RE0Rk=,08/2024,gAAAAABn7S-fGdf3QcdusEWU91GEQQEcbpnz4ByGdWwfcnmmakNiDLVXwYZK7OkDOdBmOh-xiM2qvI7a8lrliI9JkA5O1hmbbg==,YES,2,$4200,12/2018,2018,No
575,722,Mastercard,Debit,gAAAAABn7S-f4IPMsbaFJg2YKL2V2fv8vsNsm2z-1FP2JGOIiQupjUxwOIU4xKxOIr_Vza_KpElzWFZYoMKS1fZuR6oXupZyLtzGkg36-_kbOQuAJkoS7Uw=,09/2022,gAAAAABn7S-fmqriuYmLOmPoprBTJjIGNpPpPikLB8a1ozFM2-DwUjDUxBSaxnfQ07AnhVWvolNWNagLpNJsoQu7TPoHah0MFg==,YES,2,$21794,01/2020,2020,No
